sku,sale_date,purchase_date,product_description,manager,purchase_price_uah,sale_price_uah,margin_uah,missing_sale_date,missing_purchase_date,missing_sku,sale_year,usd_rate,purchase_price_usd,sale_price_usd,margin_usd
6060.0,2023-01-10,2022-12-16,xiaomi i5 8250u 8 ssd 256 mx110 tehn,manager_3,13477.0,16900.0,3423,False,False,False,2023.0,38.5,350.05194805194805,438.961038961039,88.9090909090909
6100.0,2023-01-10,2022-12-29,hp envy x360 i7 6500 8 120 nv930 burd,manager_1,11000.0,13900.0,2900,False,False,False,2023.0,38.5,285.7142857142857,361.038961038961,75.32467532467533
6001.0,2023-01-10,2022-11-30,asus i3 4005u 8 1tb int,manager_3,6848.0,8900.0,2052,False,False,False,2023.0,38.5,177.87012987012986,231.16883116883116,53.298701298701296
5797.0,2023-01-10,2022-09-23,gigabyte g5 i5 10500h 16 ssd512 gtx3060,unknown_manager,29000.0,39000.0,10000,False,False,False,2023.0,38.5,753.2467532467532,1012.987012987013,259.7402597402597
6117.0,2023-01-10,2023-01-06,dell cel 2840 4 500 int,manager_2,4118.0,5900.0,1782,False,False,False,2023.0,38.5,106.96103896103897,153.24675324675326,46.285714285714285
5914.0,2023-01-10,2022-11-03,lenovo cel 3060 2 1tb,manager_2,3688.0,5700.0,2012,False,False,False,2023.0,38.5,95.79220779220779,148.05194805194805,52.25974025974026
6074.0,2023-01-11,2022-12-22,apple macbook pro 2019 i7 16 ssd256 rad 555 4gb tehn,manager_3,29960.0,39000.0,9040,False,False,False,2023.0,38.5,778.1818181818181,1012.987012987013,234.80519480519482
6090.0,2023-01-11,2022-12-26,dell i7 5500u 16 ssd256 tehn,manager_3,9145.0,11500.0,2355,False,False,False,2023.0,38.5,237.53246753246754,298.7012987012987,61.16883116883117
6064.0,2023-01-11,2022-12-21,lenovo 14 t440 i5 4300u 8 ssd120,manager_2,5020.0,7500.0,2480,False,False,False,2023.0,38.5,130.3896103896104,194.80519480519482,64.41558441558442
5997.0,2023-01-11,2022-11-30,lenovo i5 5300 8 500,manager_2,6045.0,8100.0,2055,False,False,False,2023.0,38.5,157.01298701298703,210.3896103896104,53.37662337662338
6073.0,2023-01-12,2022-12-22,lenovo 14 t450 i5 5300u 8 ssd120,manager_2,5738.0,8500.0,2762,False,False,False,2023.0,38.5,149.03896103896105,220.7792207792208,71.74025974025975
6111.0,2023-01-12,2023-01-05,acer i3 3217 8 ssd240 + 500hdd gf 820,unknown_manager,4500.0,6900.0,2400,False,False,False,2023.0,38.5,116.88311688311688,179.2207792207792,62.33766233766234
6108.0,2023-01-12,2022-12-30,hp a6 9220 4 500 int,manager_3,5135.0,7900.0,2765,False,False,False,2023.0,38.5,133.37662337662337,205.19480519480518,71.81818181818181
,,,lenovo thinkpad x280 i5 8350u 16 ssd256,manager_3,8000.0,10500.0,2500,True,True,True,,,,,
5231.0,2023-01-14,2022-05-13,сист. i7 4790 16 240,manager_1,5180.0,8500.0,3320,False,False,False,2023.0,38.5,134.54545454545453,220.7792207792208,86.23376623376623
6126.0,2023-01-14,2023-01-10,dell i3 370m 4 2500 int,unknown_manager,500.0,2500.0,2000,False,False,False,2023.0,38.5,12.987012987012987,64.93506493506493,51.94805194805195
6077.0,2023-01-15,2022-12-23,"lenovo i3 6006u 4 500 gf920mx tehn возврат, жду денег",manager_3,7740.0,7740.0,0,False,False,False,2023.0,38.5,201.03896103896105,201.03896103896105,0.0
6069.0,2023-01-17,2022-12-21,dream machines i7 1075016 ssd1000 1650 ti,manager_2,25200.0,25200.0,0,False,False,False,2023.0,38.5,654.5454545454545,654.5454545454545,0.0
6053.0,2023-01-17,2022-12-15,hp 14 ryz 3 3250 8 128 burd,manager_1,8120.0,12900.0,4780,False,False,False,2023.0,38.5,210.9090909090909,335.06493506493507,124.15584415584415
6112.0,2023-01-17,2023-01-05,asus pen n4200 4 1tb gf 920mx 2gb gd5,manager_3,7275.0,9900.0,2625,False,False,False,2023.0,38.5,188.96103896103895,257.14285714285717,68.18181818181819
6132.0,2023-01-17,2023-01-11,hp i5 10210 8 ssd256 burd,manager_1,9245.0,12500.0,3255,False,False,False,2023.0,38.5,240.12987012987014,324.6753246753247,84.54545454545455
6000.0,2023-01-17,2022-11-30,dell cel n2840 2 500,manager_2,3585.0,5300.0,1715,False,False,False,2023.0,38.5,93.11688311688312,137.66233766233765,44.54545454545455
6148.0,2023-01-20,2023-01-16,gigabyte i510500 16 512 3060,unknown_manager,36000.0,39000.0,3000,False,False,False,2023.0,38.5,935.0649350649351,1012.987012987013,77.92207792207792
5713.0,2023-01-20,2022-09-07,print jet 2710 2800,manager_3,1818.0,2700.0,882,False,False,False,2023.0,38.5,47.22077922077922,70.12987012987013,22.90909090909091
6125.0,2023-01-20,2023-01-10,dell cel n4000 4 500 int,manager_2,4983.0,7900.0,2917,False,False,False,2023.0,38.5,129.42857142857142,205.19480519480518,75.76623376623377
6088.0,2023-01-20,2022-12-24,asus i7 5500u 12 hdd750 gf920m,manager_3,9257.0,12500.0,3243,False,False,False,2023.0,38.5,240.44155844155844,324.6753246753247,84.23376623376623
6011.0,2023-01-21,2022-11-30,asus i5 7200u 8 1tb gf940mx,manager_3,9800.0,11000.0,1200,False,False,False,2023.0,38.5,254.54545454545453,285.7142857142857,31.16883116883117
6079.0,2023-01-21,2022-12-23,lenovo ryzen 5 4600h 8 ssd256 gtx1650 tehn,manager_3,22723.0,26800.0,4077,False,False,False,2023.0,38.5,590.2077922077922,696.1038961038961,105.8961038961039
5689.0,2023-01-21,2022-12-21,lenovo thinkpad x280 i5 8350u 16 ssd256 4шт,manager_3,28000.0,40400.0,12400,False,False,False,2023.0,38.5,727.2727272727273,1049.3506493506493,322.0779220779221
,,,lenovo x280 i5 8пок. 8gb / 16 gb 13шт,manager_3,8000.0,10100.0,2100,True,True,True,,,,,
6018.0,2023-01-21,2022-12-03,lenovo cel4000 4 ssd275 int,manager_2,6045.0,8500.0,2455,False,False,False,2023.0,38.5,157.01298701298703,220.7792207792208,63.76623376623377
5024.0,2023-01-21,2021-12-04,lenovo x270 i5 7300 8 256,manager_4,3140.0,9700.0,6560,False,False,False,2023.0,38.5,81.55844155844156,251.94805194805195,170.3896103896104
5975.0,2023-01-21,2022-11-18,lenovo i5 6200 u 8 ssd128,manager_1,6155.0,8500.0,2345,False,False,False,2023.0,38.5,159.87012987012986,220.7792207792208,60.90909090909091
6157.0,2023-01-21,2023-01-20,dell i7 8565u 16 ssd256 rad520,manager_3,10370.0,14900.0,4530,False,False,False,2023.0,38.5,269.35064935064935,387.012987012987,117.66233766233766
6140.0,2023-01-21,2023-01-13,asus 17 i5 6200u 12 ssd256 gf940mx tehn,manager_3,10000.0,10000.0,0,False,False,False,2023.0,38.5,259.7402597402597,259.7402597402597,0.0
6042.0,2023-01-24,2022-12-13,lenovo cel n4000 4 500 int niko,manager_3,7000.0,8600.0,1600,False,False,False,2023.0,38.5,181.8181818181818,223.37662337662337,41.55844155844156
6156.0,2023-01-24,2023-01-20,acer i5 1035 8 ssd256 mx330 tehn,manager_3,16830.0,19900.0,3070,False,False,False,2023.0,38.5,437.14285714285717,516.8831168831168,79.74025974025975
6103.0,2023-01-24,2022-12-30,lenovo 14 cel 3060 4 1tb,manager_2,3585.0,5600.0,2015,False,False,False,2023.0,38.5,93.11688311688312,145.45454545454547,52.33766233766234
5788.0,2023-01-24,2022-09-21,dell 12 n5000 8 120,manager_2,4960.0,7300.0,2340,False,False,False,2023.0,38.5,128.83116883116884,189.6103896103896,60.77922077922078
5277.0,2023-01-25,2022-05-24,мон asus ryzen 3 3250u 8 ssd256,manager_3,11434.0,16500.0,5066,False,False,False,2023.0,38.5,296.987012987013,428.57142857142856,131.58441558441558
,,,lenovo x280 i5 8пок. 8gb / 16 gb 12 шт,manager_3,42500.0,50500.0,8000,True,True,True,,,,,
6089.0,2023-01-27,2022-12-24,lenovo 14 i7 2640m 12 hdd750 gf4200m,manager_3,6500.0,7900.0,1400,False,False,False,2023.0,38.5,168.83116883116884,205.19480519480518,36.36363636363637
6165.0,2023-01-27,2023-01-21,hp 17 i5 7200u 16 ssd512 r5 m430,manager_3,11425.0,14900.0,3475,False,False,False,2023.0,38.5,296.75324675324674,387.012987012987,90.25974025974025
6160.0,2023-01-27,2023-01-21,lenovo i3 6006 8 1tb gf920mx,manager_2,7808.0,10900.0,3092,False,False,False,2023.0,38.5,202.80519480519482,283.1168831168831,80.31168831168831
6131.0,2023-01-27,2023-01-11,lenovo i3 1005g 8 ssd256 int burd,manager_1,8300.0,10700.0,2400,False,False,False,2023.0,38.5,215.58441558441558,277.9220779220779,62.33766233766234
6164.0,2023-01-27,2023-01-21,lenovo 4415u 4 ssd256 gf 920mx,manager_3,7808.0,9900.0,2092,False,False,False,2023.0,38.5,202.80519480519482,257.14285714285717,54.33766233766234
6075.0,2023-01-27,2022-12-23,lenovo t440 i7 4600m 16 ssd256 gf730m tehn,manager_3,9155.0,11900.0,2745,False,False,False,2023.0,38.5,237.7922077922078,309.09090909090907,71.2987012987013
6114.0,2023-01-27,2023-01-05,asus zeph 14 ryz 9 4900hs 16 ssd1tb gtx 2060 6gb,manager_2,26280.0,35000.0,8720,False,False,False,2023.0,38.5,682.5974025974026,909.0909090909091,226.4935064935065
6071.0,2023-01-28,2022-12-21,lenovo n5000 8 128 burd,manager_1,7270.0,9600.0,2330,False,False,False,2023.0,38.5,188.83116883116884,249.35064935064935,60.51948051948052
6162.0,2023-01-28,2023-01-21,dell i5 8250u 8 ssd240 rad 530 4gb,manager_3,10063.0,15500.0,5437,False,False,False,2023.0,38.5,261.3766233766234,402.5974025974026,141.2207792207792
6143.0,2023-01-28,2023-01-14,acer cel 4500 4 ssd120 int ser,manager_2,6450.0,6450.0,0,False,False,False,2023.0,38.5,167.53246753246754,167.53246753246754,0.0
6134.0,2023-01-28,2023-01-11,asus 17 i3 1115 8 ssd128 int burd,manager_1,12855.0,15400.0,2545,False,False,False,2023.0,38.5,333.8961038961039,400.0,66.1038961038961
5729.0,2023-01-30,2022-09-09,монітор msi pro mp241,manager_1,3500.0,5500.0,2000,False,False,False,2023.0,38.5,90.9090909090909,142.85714285714286,51.94805194805195
6161.0,2023-01-30,2023-01-21,dell 14 i3 4030u 8 500 int,manager_2,4220.0,6800.0,2580,False,False,False,2023.0,38.5,109.6103896103896,176.62337662337663,67.01298701298701
6146.0,2023-01-31,2023-01-16,dell i5 8250u 8 1tb rad 520 tehn,manager_3,9500.0,9500.0,0,False,False,False,2023.0,38.5,246.75324675324674,246.75324675324674,0.0
5991.0,2023-02-01,2022-11-26,dell n5000 4 1000 int,manager_2,6100.0,8900.0,2800,False,False,False,2023.0,38.5,158.44155844155844,231.16883116883116,72.72727272727273
6150.0,2023-02-01,2023-01-17,huawei i5 7200u 4 500 int,manager_3,8365.0,10900.0,2535,False,False,False,2023.0,38.5,217.27272727272728,283.1168831168831,65.84415584415585
6104.0,2023-02-01,2022-12-30,lenovo i3 i3 7020 8 ssd256 int,manager_2,7275.0,10300.0,3025,False,False,False,2023.0,38.5,188.96103896103895,267.53246753246754,78.57142857142857
6170.0,2023-02-01,2023-01-24,hp 14 i3 1005 8 ssd240,manager_2,9000.0,11200.0,2200,False,False,False,2023.0,38.5,233.76623376623377,290.90909090909093,57.142857142857146
6158.0,2023-02-01,2023-01-20,acer i3 1005g 8 ssd256 mx330,manager_3,12420.0,16700.0,4280,False,False,False,2023.0,38.5,322.5974025974026,433.76623376623377,111.16883116883118
,,,lenovo x280 i5 8пок. 8gb / 16 gb 7шт,unknown_manager,42500.0,50500.0,8000,True,True,True,,,,,
6102.0,2023-02-01,2022-12-30,lenovo legion i5 10300h 16 ssd512 gtx1650ti,manager_1,23275.0,29100.0,5825,False,False,False,2023.0,38.5,604.5454545454545,755.8441558441558,151.2987012987013
5905.0,2023-02-04,2022-11-01,hp e1 2100 4 500 rad8500,manager_2,2676.0,2676.0,0,False,False,False,2023.0,38.5,69.50649350649351,69.50649350649351,0.0
6169.0,2023-02-03,2023-01-24,hp 14 pen 5030 4 ssd256,manager_2,6495.0,9500.0,3005,False,False,False,2023.0,38.5,168.7012987012987,246.75324675324674,78.05194805194805
6174.0,2023-02-03,2023-01-25,dell 14 i7 10510 8 256 mx230 burd,manager_1,14700.0,18900.0,4200,False,False,False,2023.0,38.5,381.8181818181818,490.90909090909093,109.0909090909091
6149.0,2023-02-03,2023-01-17,acer spin 12 n5000 4 ssd64 + 120,manager_3,6533.0,8600.0,2067,False,False,False,2023.0,38.5,169.6883116883117,223.37662337662337,53.688311688311686
6163.0,2023-02-03,2023-01-21,lenovo 14 ryzen 5 5600 16 ssd512 int,manager_3,10600.0,21500.0,10900,False,False,False,2023.0,38.5,275.3246753246753,558.4415584415584,283.1168831168831
6151.0,2023-02-03,2023-01-17,dell 14 n5000 8 ssd256 int,manager_3,6783.0,9400.0,2617,False,False,False,2023.0,38.5,176.1818181818182,244.15584415584416,67.97402597402598
6012.0,2023-02-03,2022-12-01,asus zenbook i7 4510u 8 ssd 250 gf 840m,manager_3,8950.0,11500.0,2550,False,False,False,2023.0,38.5,232.46753246753246,298.7012987012987,66.23376623376623
,,,lenovo thinkpad x280 i5 8350u 8 ssd120 24 шт,manager_3,9000.0,10500.0,1500,True,True,True,,,,,
5845.0,2023-02-03,2022-10-14,xbox x,unknown_manager,16000.0,21000.0,5000,False,False,False,2023.0,38.5,415.5844155844156,545.4545454545455,129.87012987012986
6055.0,2023-02-03,2022-12-15,gateway i3 1115 8 ssd256 burd,manager_1,10500.0,13500.0,3000,False,False,False,2023.0,38.5,272.72727272727275,350.64935064935065,77.92207792207792
5905.0,2023-02-04,2022-11-01,hp e1 2100 4 500 rad8500,manager_2,2176.0,4400.0,2224,False,False,False,2023.0,38.5,56.51948051948052,114.28571428571429,57.76623376623377
,,,lenovo thinkpad x280 i5 8350u 8 ssd120 23 шт,manager_3,9000.0,10500.0,1500,True,True,True,,,,,
6098.0,2023-02-04,2022-12-27,lenovo 12 i5 6200u 8128 int,manager_2,6250.0,8000.0,1750,False,False,False,2023.0,38.5,162.33766233766235,207.7922077922078,45.45454545454545
6173.0,2023-02-06,2023-01-25,hp i7 4800 8 500 burd,manager_1,8000.0,10800.0,2800,False,False,False,2023.0,38.5,207.7922077922078,280.5194805194805,72.72727272727273
6177.0,2023-02-06,2023-01-27,asus n5000 4 500 mx110,manager_2,7910.0,10500.0,2590,False,False,False,2023.0,38.5,205.45454545454547,272.72727272727275,67.27272727272727
5829.0,2023-02-06,2022-10-08,lenovo 14 i3 6100 4 500,manager_2,5200.0,7500.0,2300,False,False,False,2023.0,38.5,135.06493506493507,194.80519480519482,59.74025974025974
6133.0,2023-02-08,2023-01-11,asus n4200 4 1tb 920mx,manager_1,6300.0,9200.0,2900,False,False,False,2023.0,38.5,163.63636363636363,238.96103896103895,75.32467532467533
6147.0,2023-02-08,2023-01-16,hp i5 7200u 4 hdd500 r5 m330 без батареи пред,manager_3,7082.0,10400.0,3318,False,False,False,2023.0,38.5,183.94805194805195,270.12987012987014,86.18181818181819
,,,lenovo thinkpad x280 i5 8350u 8 ssd120 22 шт,manager_3,42500.0,50200.0,7700,True,True,True,,,,,
6153.0,2023-02-08,2023-01-20,acer 17 pen 3700 4 500 gf910,manager_2,7294.0,9300.0,2006,False,False,False,2023.0,38.5,189.45454545454547,241.55844155844156,52.103896103896105
6130.0,2023-02-08,2023-01-10,dell 17 i5 5250u 8 ssd128 int,manager_2,7325.0,9800.0,2475,False,False,False,2023.0,38.5,190.25974025974025,254.54545454545453,64.28571428571429
6159.0,2023-02-08,2023-01-20,dell xps i7 4700 8 ssd256 gt750,manager_3,10370.0,15900.0,5530,False,False,False,2023.0,38.5,269.35064935064935,412.987012987013,143.63636363636363
5908.0,2023-02-08,2022-11-01,dell n5000 4 1000 int,manager_1,7174.0,9700.0,2526,False,False,False,2023.0,38.5,186.33766233766235,251.94805194805195,65.6103896103896
5979.0,2023-02-08,2022-11-21,lenovo 11 sens i3 6100u 8 ssd128,manager_2,6250.0,8500.0,2250,False,False,False,2023.0,38.5,162.33766233766235,220.7792207792208,58.44155844155844
6081.0,2023-02-09,2022-12-23,acer i3 1115g1 8 ssd256 mx350 tehn возврат,manager_3,16500.0,16500.0,0,False,False,False,2023.0,38.5,428.57142857142856,428.57142857142856,0.0
6080.0,2023-02-09,2022-12-23,lenovo a4 6210 2 500 int tehn возврат,manager_3,4500.0,4500.0,0,False,False,False,2023.0,38.5,116.88311688311688,116.88311688311688,0.0
5766.0,2023-02-10,2022-09-14,hp 830 g5 14 i5 8 8 ssd128,manager_3,8988.0,13300.0,4312,False,False,False,2023.0,38.5,233.45454545454547,345.45454545454544,112.0
5579.0,2023-02-10,2022-08-19,телевізор lg 40ub800v,manager_3,7390.0,10800.0,3410,False,False,False,2023.0,38.5,191.94805194805195,280.5194805194805,88.57142857142857
6116.0,2023-02-10,2023-01-06,hp pen n5000 4 ssd128 int,manager_2,7820.0,9900.0,2080,False,False,False,2023.0,38.5,203.11688311688312,257.14285714285717,54.02597402597402
6101.0,2023-02-10,2022-12-29,hp 14 ryz 3 3250 8 128 burd,manager_1,8675.0,12000.0,3325,False,False,False,2023.0,38.5,225.32467532467533,311.68831168831167,86.36363636363636
6045.0,2023-02-13,2022-12-15,lenovo 14 i5 4300u 8 hdd500,manager_2,5576.0,7700.0,2124,False,False,False,2023.0,38.5,144.83116883116884,200.0,55.16883116883117
6122.0,2023-02-13,2023-01-09,lenovo flex 5 i3 1115 4 128 burd,manager_1,11830.0,14900.0,3070,False,False,False,2023.0,38.5,307.27272727272725,387.012987012987,79.74025974025975
6175.0,2023-02-13,2023-01-27,dell 14 i3 6100 4 500 gf930,manager_2,6753.0,9500.0,2747,False,False,False,2023.0,38.5,175.4025974025974,246.75324675324674,71.35064935064935
,,,hp 14 i5 8250/8350 8 ssd256 50 шт,manager_3,9250.0,11500.0,2250,True,True,True,,,,,
,,,asus m3 ssd 512,unknown_manager,340.0,7900.0,7560,True,True,True,,,,,
6168.0,2023-02-15,2023-01-24,acer a10 8700p 4 500 r7,manager_2,5860.0,8500.0,2640,False,False,False,2023.0,38.5,152.2077922077922,220.7792207792208,68.57142857142857
6183.0,2023-02-15,2023-01-30,комп athlon x4 640 4 1tb+120 gf1050ti,unknown_manager,3000.0,6900.0,3900,False,False,False,2023.0,38.5,77.92207792207792,179.2207792207792,101.2987012987013
6118.0,2023-02-15,2023-01-06,lenovo 14 pen 5030 4 ssd120 int,manager_2,6783.0,9500.0,2717,False,False,False,2023.0,38.5,176.1818181818182,246.75324675324674,70.57142857142857
6048.0,2023-02-15,2022-12-15,asus 14 pen n5030 8 ss256 int,manager_1,7335.0,10900.0,3565,False,False,False,2023.0,38.5,190.5194805194805,283.1168831168831,92.59740259740259
6202.0,2023-02-18,2023-02-15,dell 14 i5 4200u 4 500 nv740,unknown_manager,5500.0,7800.0,2300,False,False,False,2023.0,38.5,142.85714285714286,202.5974025974026,59.74025974025974
6182.0,2023-02-18,2023-01-30,монитор samsung curva,unknown_manager,2200.0,5500.0,3300,False,False,False,2023.0,38.5,57.142857142857146,142.85714285714286,85.71428571428571
6187.0,2023-02-18,2023-02-01,dell 14 i7 5500 8 ssd256 gf920 burd,manager_1,9390.0,11800.0,2410,False,False,False,2023.0,38.5,243.8961038961039,306.4935064935065,62.5974025974026
6201.0,2023-02-18,2023-02-15,hp n 3710 4 500,manager_2,4015.0,6900.0,2885,False,False,False,2023.0,38.5,104.28571428571429,179.2207792207792,74.93506493506493
5921.0,2023-02-20,2022-11-06,acer 17 i5 9300 8 512 1650 burd,manager_1,23070.0,27450.0,4380,False,False,False,2023.0,38.5,599.2207792207793,712.987012987013,113.76623376623377
6194.0,2023-02-20,2023-02-10,lenovo i5 6200 8 500 burd,manager_1,5780.0,8500.0,2720,False,False,False,2023.0,38.5,150.12987012987014,220.7792207792208,70.64935064935065
6145.0,2023-02-22,2023-01-15,hp a4 5000 4 500 int tehn,manager_3,4280.0,4280.0,0,False,False,False,2023.0,38.5,111.16883116883118,111.16883116883118,0.0
5094.0,2023-02-23,2022-01-26,toshiba i3 4005u 8 1tb,manager_4,3985.0,4500.0,515,False,False,False,2023.0,38.5,103.50649350649351,116.88311688311688,13.376623376623376
6180.0,2023-02-23,2023-01-28,asus n3710 4 ssd480 gf810,manager_2,5963.0,8300.0,2337,False,False,False,2023.0,38.5,154.88311688311688,215.58441558441558,60.701298701298704
6072.0,2023-02-23,2022-12-21,lenovo 14 i3 1005 8 128 burd,manager_1,9500.0,12300.0,2800,False,False,False,2023.0,38.5,246.75324675324674,319.4805194805195,72.72727272727273
6195.0,2023-02-23,2023-02-10,hp sens i3 1005 8 256 burd,manager_1,9030.0,11700.0,2670,False,False,False,2023.0,38.5,234.54545454545453,303.8961038961039,69.35064935064935
6190.0,2023-02-23,2023-02-06,lenovo a6 9225 4 ssd120 burd,manager_1,5200.0,7500.0,2300,False,False,False,2023.0,38.5,135.06493506493507,194.80519480519482,59.74025974025974
,,,сервис,unknown_manager,400.0,800.0,400,True,True,True,,,,,
6099.0,2023-02-25,2022-12-27,lenovo 13 i3 8145 4 ssd128,manager_2,6885.0,8903.0,2018,False,False,False,2023.0,38.5,178.83116883116884,231.24675324675326,52.41558441558441
,,,сервис,unknown_manager,2429.0,3550.0,1121,True,True,True,,,,,
,,,сервис,unknown_manager,400.0,800.0,400,True,True,True,,,,,
6037.0,2023-02-25,2022-12-15,lenovo n5000 4 1000,manager_1,6600.0,8900.0,2300,False,False,False,2023.0,38.5,171.42857142857142,231.16883116883116,59.74025974025974
6184.0,2023-02-25,2023-02-01,hp i5 1035g 8 ssd256,manager_3,10370.0,13500.0,3130,False,False,False,2023.0,38.5,269.35064935064935,350.64935064935065,81.2987012987013
5872.0,2023-02-25,2022-10-21,fujitsu 14 i5 4210m 4 320,manager_2,5121.0,7300.0,2179,False,False,False,2023.0,38.5,133.01298701298703,189.6103896103896,56.5974025974026
6063.0,2023-02-25,2022-12-17,lenovo pen 3540 4 500 tehn карта паша,manager_2,3728.0,6500.0,2772,False,False,False,2023.0,38.5,96.83116883116882,168.83116883116884,72.0
6199.0,2023-02-25,2023-02-15,asus tuf i5 11400 16 512 rtx3050,unknown_manager,26000.0,31900.0,5900,False,False,False,2023.0,38.5,675.3246753246754,828.5714285714286,153.24675324675326
5928.0,2023-02-27,2022-11-07,xiaomi mi i7 8750h 16 1tb+256ssd gtx1060,manager_1,23920.0,30000.0,6080,False,False,False,2023.0,38.5,621.2987012987013,779.2207792207793,157.92207792207793
6137.0,2023-02-27,2023-01-13,sony ps4 slim 500 tehn,manager_3,8175.0,10900.0,2725,False,False,False,2023.0,38.5,212.33766233766235,283.1168831168831,70.77922077922078
6019.0,2023-02-27,2022-12-03,ona 10 sens cel 4000 4 ssd64,manager_2,3770.0,6500.0,2730,False,False,False,2023.0,38.5,97.92207792207792,168.83116883116884,70.9090909090909
5794.0,2023-03-02,2022-09-22,lenovo x280 i5 8пок. 8gb / 16 gb 5шт,manager_3,44116.0,50500.0,6384,False,False,False,2023.0,38.5,1145.8701298701299,1311.6883116883116,165.8181818181818
6186.0,2023-03-02,2023-02-01,lenovo a12 9720 8 1tb burd,manager_1,7000.0,9400.0,2400,False,False,False,2023.0,38.5,181.8181818181818,244.15584415584416,62.33766233766234
6221.0,2023-03-02,2023-02-27,dell i5 6200 8 ssd256 gf930 burd,manager_1,7900.0,10500.0,2600,False,False,False,2023.0,38.5,205.19480519480518,272.72727272727275,67.53246753246754
5990.0,2023-03-02,2022-11-26,dell 3217u 8 128 hd7670,manager_2,5138.0,7800.0,2662,False,False,False,2023.0,38.5,133.45454545454547,202.5974025974026,69.14285714285714
5126.0,2023-03-02,2022-02-09,пк и мониторы 17-19,unknown_manager,1000.0,1200.0,200,False,False,False,2023.0,38.5,25.974025974025974,31.16883116883117,5.194805194805195
